  No    Ref    V       B-V     U-B
 1229   314  15.837   0.650   0.363
 1230   271  15.637   0.617   0.484
 1230   314  15.596   0.656   0.354
 1231   271  14.950   0.918   0.520
 1231   314  14.921   0.887   0.380
 1232   271  11.347   0.396  -0.278
 1232   314  11.325   0.381  -0.360
 1233   271  15.194   0.605   0.454
 1233   314  15.165   0.607   0.345
 1234   271  13.869   0.764   0.392
 1234   314  13.843   0.781   0.275
 1235   271  15.167   0.580   0.371
 1235   314  15.153   0.540   0.309
 1236   271  15.525   0.923   0.345
 1236   314  15.515   0.907   0.248
 1237   271  15.193   1.319   0.877
 1237   314  15.135   1.391   0.862
 1238   271  15.240   1.105   0.563
 1238   314  15.234   1.085   0.454
 1239   271  13.878   0.946   0.453
 1239   314  13.960   0.940   0.291
 1240   271  15.887   0.772   0.493
 1240   314  15.866   0.756   0.411
 1241   271  14.632   0.739   0.048
 1241   314  14.720   0.498   0.274
 1242   271  10.400   0.523   0.236
 1242   314  10.389   0.494   0.118
 1243   271  15.522   0.721   0.443
 1243   314  15.489   0.699   0.346
 1244   271  15.822   0.697   0.498
 1244   314  15.794   0.738   0.421
 1245   271  14.766   0.538   0.391
 1245   314  14.756   0.576   0.182
 1246   271  14.733   0.445   0.251
 1246   314  14.664   0.431   0.181
 1247   271  15.876   0.667   0.140
 1247   314  15.636   0.605   0.330
 1248   271  15.080   0.490   0.372
 1248   314  15.039   0.509   0.282
 1249   271  14.318   0.452   0.155
 1249   314  14.285   0.436   0.059
 1250   314  15.420   0.619   0.333
 1251   271  15.513   0.705   0.568
 1251   314  15.499   0.697   0.409
 1252   271  11.376   0.300  -0.236
 1252   314  11.368   0.275  -0.337
 1253   314  13.219   0.401  -0.093
 1254   271  12.676   0.391  -0.062
 1254   314  12.674   0.349  -0.195
 1255   271  11.164   1.358   1.261
 1256   271  14.067   0.415   0.154
 1256   314  14.029   0.462   0.011
 1257   271  10.358   0.534  -0.182
 1257   314  10.352   0.531  -0.280
 1258   271  11.311   1.303   1.184
 1258   314  11.316   1.352   1.113
 1259   314  15.472   0.920   0.285
 1260   271  14.200   0.594   0.252
 1260   314  14.174   0.576   0.149
 1261   271   9.725   0.474  -0.519
 1261   314   9.559   0.493  -0.495
 1262   271  14.400   0.529   0.231
 1262   314  14.385   0.502   0.133
 1264   271  14.794   0.472   0.307
 1264   314  14.763   0.494   0.190
 1265   271  14.334   0.505   0.246
 1265   314  14.321   0.500   0.130
 1266   271  12.285   0.475  -0.110
 1266   314  12.307   0.463  -0.236
 1267   271  14.462   0.617   0.265
 1267   314  14.418   0.597   0.146
 1268   314   9.390   0.367  -0.464
 1269   271  13.815   0.367   0.069
 1269   314  13.769   0.365  -0.004
 1270   271  14.359   0.876   0.351
 1270   314  14.349   0.871   0.218
 1271   271  14.626   0.994   0.687
 1271   314  14.610   1.027   0.571
 1272   271  13.392   1.447   1.163
 1273   271  14.864   1.233   0.806
 1273   314  14.775   1.353   0.686
 1274   271  14.828   0.741   0.342
 1274   314  14.811   0.763   0.240
 1275   271  15.577   0.886   0.403
 1275   314  15.522   0.945   0.252
 1276   271  12.361   0.449  -0.211
 1276   314  12.390   0.386  -0.300
 1277   271  14.924   0.727   0.494
 1277   314  14.906   0.707   0.385
 1278   271  11.637   0.447  -0.203
 1278   314  11.645   0.437  -0.377
 1279   271  15.770   0.409   0.248
 1279   314  15.705   0.430   0.112
 1280   271  15.477   0.558   0.290
 1280   314  15.528   0.687   0.325
 1281   271  14.050   0.532   0.266
 1281   314  14.040   0.507   0.155
 1282   271  10.984   0.580  -0.278
 1282   314  11.003   0.530  -0.356
 1283   271  11.825   0.371  -0.272
 1283   314  11.846   0.345  -0.362
 1284   271  11.902   0.434   0.298
 1284   314  11.904   0.407   0.182
 1285   271  13.443   0.441  -0.060
 1285   314  13.435   0.411  -0.148
 1286   271  13.857   0.617   0.297
 1286   314  13.807   0.603   0.214
 1287   271  14.958   0.617   0.431
 1288   271  14.579   0.812   0.350
 1288   314  14.536   0.849   0.237
 1289   271  15.029   0.614   0.381
 1289   314  15.007   0.571   0.310
 1290   271  14.603   0.951   0.418
 1290   314  14.562   0.980   0.265
 1291   271  15.202   0.648   0.453
 1291   314  15.186   0.640   0.316
 1292   271  14.975   0.844   0.381
 1292   314  14.966   0.823   0.253
 1293   271  12.078   0.258  -0.243
 1293   314  12.134   0.181  -0.363
 1294   271  15.236   0.629   0.476
 1294   314  15.222   0.637   0.327
 1295   271  13.738   0.509  -0.030
 1295   314  13.774   0.479  -0.149
 1296   271  12.804   0.433  -0.101
 1296   314  12.785   0.426  -0.188
 1297   271  14.998   0.579   0.383
 1297   314  14.960   0.572   0.319
 1298   271  11.851   0.394  -0.231
 1298   314  11.877   0.353  -0.305
 1299   271  14.168   0.703   0.325
 1299   314  14.160   0.732   0.230
 1300   271  15.373   0.587   0.415
 1300   314  15.315   0.619   0.293
 1301   314  15.561   0.626   0.327
 1302   271  15.336   1.012   0.553
 1302   314  15.328   0.994   0.431
 1303   271  15.618   1.069   0.697
 1303   314  15.585   1.057   0.609
 1304   271  12.727   0.498   0.333
 1304   314  12.780   0.429   0.219
 1305   271  14.911   0.580   0.361
 1305   314  14.915   0.562   0.249
 1306   271  15.494   0.679   0.449
 1306   314  15.485   0.664   0.357
 1307   271  14.988   1.374   1.053
 1307   314  14.988   1.400   1.074
 1308   271  13.637   0.557   0.062
 1308   314  13.622   0.554  -0.024
 1309   271  15.389   0.719   0.520
 1309   314  15.356   0.704   0.444
 1310   271  14.970   0.669   0.412
 1310   314  14.939   0.648   0.326
 1311   271  15.469   0.694   0.548
 1311   314  15.459   0.670   0.435
 1312   271  15.280   0.517   0.392
 1312   314  15.225   0.536   0.288
 1313   314  16.073   0.571   0.280
 1314   271  14.865   0.933   0.422
 1314   314  14.843   0.941   0.277
 1315   271  14.340   1.250   0.919
 1315   314  14.338   1.307   0.848
 1316   271  14.917   0.658   0.337
 1316   314  14.902   0.622   0.275
 1317   271  15.393   0.628   0.510
 1317   314  15.384   0.600   0.399
 1318   271  15.371   1.185   0.718
 1318   314  15.322   1.221   0.675
 1319   271  12.452   0.299  -0.231
 1319   314  12.433   0.300  -0.364
 1320   271  13.687   0.508   0.233
 1320   314  13.735   0.483   0.095
 1321   271  14.229   0.572   0.102
 1321   314  14.203   0.561   0.024
 1322   271  15.349   0.917   0.431
 1322   314  15.310   0.961   0.319
 1323   271  15.556   0.781   0.513
 1323   314  15.534   0.754   0.410
 1324   271  13.699   0.572   0.018
 1324   314  13.695   0.570  -0.063
 1325   271  15.670   0.713   0.572
 1325   314  15.664   0.809   0.395
 1326   314  15.537   0.650   0.367
 1327   271  15.343   0.673   0.468
 1327   314  15.329   0.654   0.349
 1328   271  13.548   0.517   0.280
 1328   314  13.571   0.518   0.101
 1329   271  14.894   1.063   0.558
 1329   314  14.887   1.085   0.405
 1330   271  15.359   0.656   0.511
 1330   314  15.342   0.676   0.394
 1331   271  12.810   0.335  -0.172
 1331   314  12.792   0.278  -0.282
 1332   271  13.534   0.562   0.003
 1332   314  13.543   0.532  -0.072
 1333   271  12.578   0.529  -0.099
 1333   314  12.571   0.493  -0.149
 1334   271  15.632   0.738   0.498
 1334   314  15.605   0.718   0.428
 1335   271  15.188   0.904   0.440
 1335   314  15.151   0.937   0.289
 1336   271  14.925   0.597   0.418
 1336   314  14.923   0.566   0.322
 1337   271  14.364   0.658   0.381
 1337   314  14.331   0.697   0.247
 1338   271  15.376   0.693   0.477
 1338   314  15.374   0.669   0.365
 1339   271  14.839   0.624   0.283
 1339   314  14.805   0.619   0.218
 1340   314  15.608   0.608   0.343
 1341   271  13.671   0.548   0.231
 1341   314  13.667   0.521   0.130
 1342   271  14.040   0.751   0.305
 1342   314  14.025   0.784   0.169
 1343   271  15.364   1.084   0.668
 1343   314  15.351   1.125   0.598
 1344   271  12.529   0.267  -0.285
 1344   314  12.520   0.250  -0.412
 1345   271  11.782   0.353  -0.345
 1345   314  11.759   0.281  -0.381
 1346   271  13.109   0.407  -0.058
 1346   314  13.135   0.329  -0.156
 1347   271  15.618   0.900   0.531
 1347   314  15.616   0.858   0.459
 1348   271  14.939   0.482   0.340
 1348   314  14.898   0.494   0.239
 1349   271  13.085   0.524  -0.034
 1349   314  13.090   0.473  -0.064
 1350   271  12.914   0.500  -0.086
 1350   314  12.936   0.451  -0.169
 1351   271  15.026   0.694   0.435
 1351   314  15.027   0.650   0.337
 1352   314  10.162   0.305  -0.485
 1353   271  14.338   0.916   0.411
 1353   314  14.314   0.904   0.314
 1354   271  15.282   0.598   0.432
 1354   314  15.249   0.598   0.348
 1355   271  12.955   0.664   0.011
 1355   314  13.004   0.565  -0.055
 1356   271  14.552   0.604   0.249
 1356   314  14.552   0.570   0.161
 1357   314  15.273   0.828   0.255
 1358   271  12.677   0.484  -0.138
 1358   314  12.666   0.451  -0.196
 1359   271  13.821   0.957   0.495
 1359   314  13.830   0.943   0.374
 1360   271  15.128   0.605   0.373
 1360   314  15.117   0.538   0.290
 1361   271  15.584   0.713   0.530
 1361   314  15.552   0.719   0.434
 1362   271  15.163   0.607   0.403
 1362   314  15.052   0.585   0.330
 1363   271  14.775   0.579   0.318
 1363   314  14.761   0.535   0.241
 1364   271   9.956   0.377  -0.343
 1364   314   9.965   0.337  -0.430
 1365   271  15.275   0.798   0.495
 1365   314  15.244   0.807   0.388
 1366   271  15.791   0.675   0.350
 1366   314  15.791   0.719   0.249
 1367   271  15.376   0.581   0.415
 1367   314  15.347   0.542   0.349
 1368   271  15.634   0.705   0.520
 1368   314  15.631   0.666   0.433
 1369   271  13.841   0.524   0.077
 1369   314  13.851   0.532  -0.045
 1370   271  16.025   0.831   0.387
 1370   314  15.994   0.777   0.347
 1371   271  15.024   1.052   0.520
 1371   314  15.025   1.028   0.410
 1372   271  14.598   0.566   0.272
 1372   314  14.594   0.540   0.179
 1373   271  15.270   0.798   0.527
 1373   314  15.246   0.771   0.449
 1374   314  15.944   0.620   0.283
 1375   271  13.612   0.455   0.076
 1375   314  13.603   0.417  -0.002
 1376   271  15.447   0.583   0.387
 1376   314  15.451   0.587   0.279
 1377   271  14.201   1.053   0.580
 1377   314  14.195   1.051   0.473
 1378   271  12.006   0.474  -0.239
 1378   314  11.996   0.458  -0.295
 1379   271  14.883   0.674   0.406
 1379   314  14.895   0.677   0.322
 1380   271  15.253   0.598   0.449
 1380   314  15.236   0.595   0.317
 1381   271  15.440   0.650   0.534
 1381   314  15.424   0.663   0.351
 1382   271  13.891   0.818   0.300
 1382   314  13.882   0.831   0.186
 1383   271  14.595   0.498   0.326
 1383   314  14.540   0.465   0.229
 1384   271  13.350   0.459  -0.074
 1384   314  13.351   0.429  -0.150
 1385   314  14.535   0.766   0.308
 1386   271  15.493   0.909   0.454
 1386   314  15.443   0.926   0.359
 1387   271  10.880   0.222  -0.398
 1387   314  10.897   0.170  -0.495
 1388   271  14.085   0.563   0.007
 1388   314  14.086   0.527  -0.040
 1389   271  13.463   0.481   0.195
 1389   314  13.453   0.478   0.037
 1390   271  15.377   0.868   0.373
 1390   314  15.327   0.875   0.136
 1391   271  10.443   0.261  -0.411
 1391   314  10.437   0.217  -0.537
 1392   271  14.287   0.422   0.080
 1392   314  14.255   0.409   0.028
 1393   271  14.917   0.887   0.530
 1393   314  14.892   0.882   0.451
 1394   271  14.359   0.484   0.214
 1394   314  14.348   0.465   0.118
 1395   271  14.296   0.753   0.540
 1395   314  14.301   0.716   0.429
 1396   314  15.599   0.886   0.373
 1397   314  15.203   0.770   0.379
 1398   271  15.186   0.598   0.556
 1398   314  15.154   0.633   0.367
 1399   271  13.624   1.054   0.809
 1399   314  13.614   1.051   0.695
 1400   271  14.266   0.849   0.386
 1400   314  14.261   0.828   0.285
 1401   271  15.074   0.498   0.353
 1401   314  15.021   0.456   0.276
 1403   271  14.121   0.587   0.382
 1403   314  14.079   0.556   0.258
 1404   271  16.004   0.759   0.486
 1404   314  16.014   0.740   0.403
 1405   271  14.802   0.779   0.519
 1405   314  14.806   0.738   0.427
 1406   271  15.570   0.870   0.540
 1406   314  15.505   0.902   0.317
 1408   271  14.511   0.689   0.333
 1408   314  14.452   0.679   0.240
 1409   271  15.445   0.776   0.529
 1409   314  15.412   0.758   0.395
 1410   271  14.267   0.447  -0.077
 1410   314  14.272   0.414  -0.164
 1411   271  13.971   0.710   0.264
 1411   314  13.958   0.706   0.097
 1412   271  11.537   0.379  -0.196
 1412   314  11.507   0.339  -0.356
 1413   271  14.833   1.405   1.111
 1413   314  14.801   1.448   1.042
 1414   271  11.533   0.618   0.228
 1414   314  11.510   0.575   0.080
 1415   271  14.118   0.615   0.161
 1415   314  14.142   0.584   0.054
 1416   271  13.845   0.632   0.498
 1416   314  13.795   0.637   0.356
 1417   271  12.386   0.299  -0.200
 1417   314  12.390   0.256  -0.306
 1418   271  14.550   0.626   0.412
 1418   314  14.541   0.607   0.295
 1419   271  14.074   0.822   0.418
 1419   314  13.970   0.826   0.406
 1420   271  15.543   0.627   0.511
 1420   314  15.504   0.631   0.339
 1421   271  12.371   0.339  -0.100
 1421   314  12.370   0.287  -0.211
 1422   271  15.091   0.743   0.492
 1422   314  15.079   0.751   0.388
 1423   271  15.080   0.749   0.595
 1423   314  15.036   0.904   0.292
 1424   271  15.310   0.935   0.362
 1424   314  15.337   0.889   0.240
 1425   271  14.704   0.588   0.343
 1425   314  14.688   0.575   0.238
 1426   271  15.359   0.607   0.484
 1426   314  15.304   0.666   0.291
 1427   271  14.369   0.557   0.261
 1427   314  14.304   0.533   0.122
 1428   271  14.934   0.742   0.509
 1428   314  14.905   0.552   0.279
 1429   271  15.178   0.546   0.416
 1429   314  15.182   0.518   0.332
 1431   314  13.681   0.519  -0.057
 1432   271  15.468   0.677   0.475
 1432   314  15.455   0.655   0.386
 1433   271  15.505   0.692   0.475
 1433   314  15.518   0.648   0.375
 1434   271  15.579   0.640   0.603
 1434   314  15.562   0.661   0.445
 1435   271  14.037   0.527   0.399
 1435   314  13.997   0.504   0.312
 1436   271  15.466   1.551   1.458
 1436   314  15.445   0.656   0.403
 1437   271  15.317   0.596   0.413
 1437   314  15.322   0.544   0.340
 1438   271  10.959   0.354  -0.202
 1438   314  11.295   0.422  -0.395
 1439   271  10.990   0.325  -0.320
 1439   314  10.974   0.316  -0.444
 1440   271  15.898   0.559   0.405
 1440   314  15.862   0.561   0.294
 1441   271  14.716   0.558   0.301
 1441   314  14.724   0.492   0.223
 1442   271  15.499   0.852   0.551
 1442   314  15.509   0.856   0.444
 1443   271  15.725   0.636   0.433
 1443   314  15.671   0.637   0.309
 1444   271  13.202   0.462   0.211
 1444   314  13.191   0.429   0.137
 1445   314  15.434   0.940   0.262
 1446   271  14.969   0.525   0.390
 1446   314  14.916   0.545   0.239
 1447   271  13.770   0.578   0.081
 1447   314  13.784   0.535  -0.006
 1448   271  14.421   0.590   0.528
 1448   314  14.442   0.664   0.427
 1449   314  15.343   0.914   0.310
 1450   271  14.824   1.354   1.152
 1450   314  14.863   1.408   1.022
 1451   271  14.497   0.594   0.208
 1451   314  14.524   0.538   0.119
 1452   314  14.433   0.644   0.314
 1453   271  15.772   0.639   0.601
 1453   314  15.774   0.722   0.477
 1454   271  13.274   0.364  -0.004
 1454   314  13.223   0.330  -0.129
 1455   271  14.403   0.807   0.349
 1455   314  14.388   0.866   0.210
 1456   271  14.874   1.109   0.675
 1456   314  14.888   0.593   0.179
 1457   271  15.375   0.598   0.420
 1457   314  15.366   0.599   0.318
 1458   271  15.585   0.606   0.632
 1458   314  15.623   0.850   0.394
 1459   271  14.317   0.573   0.519
 1459   314  14.330   0.634   0.314
 1460   271  12.669   0.395   0.147
 1460   314  12.757   0.348  -0.224
 1461   271  13.254   0.439   0.178
 1461   314  13.358   0.485  -0.094
 1462   271  13.689   1.922   1.570
 1463   271  15.522   0.975   0.544
 1463   314  15.538   0.957   0.470
 1464   271  13.279   0.400  -0.094
 1464   314  13.248   0.387  -0.144
 1465   271  12.707   0.312  -0.022
 1465   314  12.784   0.441  -0.249
 1466   271  14.794   0.975   0.666
 1466   314  14.741   1.011   0.500
 1467   271  12.587   0.989   0.936
 1467   314  12.525   0.980   0.748
 1468   271  15.848   1.073   0.610
 1468   314  15.843   0.775   0.423
 1469   271  14.248   0.805   0.567
 1469   314  14.263   0.487   0.087
 1470   271  12.424   1.418   1.167
 1471   271  13.761   0.401   0.149
 1471   314  13.798   0.888   0.276
 1472   271  14.567   0.798   0.353
 1472   314  14.561   0.843   0.204
 1473   271  13.056   0.415  -0.035
 1474   271  15.553   0.935   0.435
 1474   314  15.519   0.982   0.263
 1475   271  15.341   1.024   0.431
 1475   314  15.374   1.013   0.406
 1476   271  14.872   0.678   0.510
 1476   314  14.897   0.649   0.424
 1477   271  14.982   0.559   0.494
 1477   314  14.961   0.848   0.217
 1478   314  14.690   0.762   0.495
 1479   271  13.550   0.494   0.284
 1479   314  13.668   0.410  -0.092
 1480   271  13.516   0.398  -0.001
 1480   314  13.554   0.700   0.419
 1481   271  15.638   1.006   0.625
 1481   314  15.652   0.727   0.441
 1482   271   8.370   0.190   0.050
 1482   314   8.320   0.223  -0.010
 1483   314  14.831   1.034   0.484
 1484   271  14.819   1.197   0.947
 1484   314  14.808   1.221   0.860
 1485   271  14.895   0.553   0.437
 1485   314  14.841   0.547   0.284
 1486   271  13.620   0.431   0.109
 1486   314  13.649   0.542  -0.052
 1487   271  14.340   0.434   0.268
 1487   314  14.296   0.425   0.133
 1488   271  14.143   0.682   0.776
 1488   314  14.168   0.490   0.074
 1489   271  13.296   0.446   0.103
 1489   314  13.341   0.380  -0.052
 1490   271  11.718   1.909   1.634
 1491   271  12.706   0.534  -0.090
 1491   314  12.688   0.530  -0.077
 1492   271  15.549   0.678   0.490
 1492   314  15.577   0.602   0.410
 1493   271  14.939   0.763   0.500
 1493   314  14.938   0.737   0.445
 1494   271  14.120   0.438   0.149
 1494   314  14.143   0.786   0.531
 1495   271  14.472   0.446   0.245
 1495   314  14.434   0.405   0.125
 1496   271  15.922   0.762   0.386
 1496   314  15.873   0.743   0.337
 1497   271  15.397   1.024   0.374
 1497   314  15.359   1.061   0.473
 1498   271  14.206   0.435   0.280
 1498   314  14.211   0.503   0.108
 1499   271  11.556   0.441   0.052
 1499   314  11.512   0.394  -0.069
 1500   271  14.664   0.905   0.490
 1500   314  14.603   0.921   0.328
 1501   271  15.274   1.355   1.169
 1501   314  15.366   0.575   0.384
 1502   271  15.542   0.665   0.571
 1502   314  15.571   0.743   0.389
 1503   271  15.778   0.634   0.493
 1503   314  15.719   0.665   0.256
 1504   271  14.991   1.376   1.039
 1505   271  14.432   0.604   0.648
 1505   314  14.472   1.232   0.714
 1506   271  15.741   0.901   0.520
 1506   314  15.755   0.800   0.411
 1507   271  14.405   0.434   0.318
 1507   314  14.500   0.494   0.144
 1508   271  13.735   0.467   0.136
 1508   314  13.760   0.636   0.110
 1509   271  13.697   0.411   0.086
 1509   314  13.634   0.379  -0.059
 1510   271  14.519   0.913   0.266
 1510   314  14.490   0.943   0.283
 1511   271  14.778   0.684   0.251
 1511   314  14.756   0.719   0.266
 1512   271  14.452   1.403   1.306
 1512   314  14.475   0.558   0.139
 1513   271  14.203   0.913   0.619
 1513   314  14.242   0.528   0.086
 1514   271  13.736   0.574   0.281
 1514   314  13.771   0.438  -0.047
 1515   271  15.462   1.003   0.564
 1515   314  15.434   1.011   0.385
 1516   314  10.982   0.439  -0.347
 1517   271  14.619   0.682   0.526
 1517   314  14.636   0.493  -0.001
 1518   271  14.650   0.420   0.165
 1519   271  15.090   0.607   0.526
 1519   314  15.106   0.621   0.345
 1520   271  15.317   0.649   0.591
 1520   314  15.357   0.933   0.362
 1521   314  14.657   0.374   0.207
 1522   271  14.616   0.840   0.429
 1522   314  14.621   0.791   0.292
 1524   271  13.768   0.772   0.260
 1524   314  13.748   0.799   0.245
 1525   271  11.518   0.576   0.087
 1525   314  11.912   0.385   0.263
 1526   271  15.199   0.561   0.401
 1526   314  15.174   0.541   0.351
 1527   271  15.301   0.605   0.501
 1527   314  15.229   0.616   0.336
 1528   271  14.285   0.700   0.507
 1528   314  14.230   0.682   0.360
 1529   271  15.248   0.564   0.445
 1529   314  15.178   0.541   0.326
 1530   271  14.475   0.914   0.534
 1530   314  14.417   0.937   0.517
 1531   271  14.874   0.521   0.388
 1531   314  14.815   0.516   0.283
 1532   271  15.538   0.517   0.404
 1532   314  15.462   0.512   0.264
 1533   314  14.283   0.517   0.104
 1534   271  14.818   0.504   0.337
 1534   314  14.762   0.478   0.215
 1535   271  13.885   1.542   1.332
 1535   314  13.893   0.754   0.416
 1536   271  15.585   0.730   0.502
 1536   314  15.536   0.722   0.367
 1537   271  14.591   1.383   1.086
 1537   314  14.504   1.441   0.965
 1538   271  15.637   0.967   0.561
 1538   314  15.625   1.075   0.401
 1539   314  11.321   0.322  -0.441
 1540   271  14.970   0.812   0.260
 1540   314  14.950   0.826   0.310
 1541   271  13.584   0.575   0.194
 1541   314  13.558   0.576   0.206
 1542   271  15.142   0.920   0.271
 1542   314  15.101   0.979   0.326
 1543   271  15.883   0.700   0.434
 1543   314  15.810   0.706   0.317
 1544   271  14.192   1.377   1.027
 1544   314  14.173   1.446   1.119
 1545   271  13.990   0.808   0.363
 1545   314  13.951   0.830   0.205
 1546   271  13.679   0.778   0.410
 1547   271  14.361   0.422   0.316
 1547   314  14.372   0.821   0.407
 1548   271  12.508   0.398  -0.119
 1548   314  12.724   0.414  -0.057
 1549   271  15.778   0.774   0.723
 1549   314  15.834   0.575   0.417
 1550   314  15.857   0.806   0.371
 1551   271  15.494   0.687   0.529
 1551   314  15.437   0.663   0.370
 1552   271  15.031   0.580   0.462
 1552   314  15.054   0.568   0.306
 1553   271  13.823   0.413   0.046
 1553   314  13.745   0.406  -0.092
 1554   271  14.091   1.334   1.077
 1554   314  13.999   1.441   0.997
 1555   271  14.592   0.661   0.454
 1555   314  14.672   0.885   0.305
 1556   271  14.459   0.468   0.260
 1556   314  14.439   0.437   0.147
 1557   271  15.578   0.653   0.633
 1557   314  15.588   0.683   0.437
 1558   271  13.956   0.779   0.472
 1558   314  13.911   0.787   0.343
 1559   271  14.741   0.955   0.494
 1559   314  14.712   0.964   0.467
 1560   271  13.692   0.446   0.094
 1560   314  13.687   0.402  -0.028
 1561   314  14.041   0.425   0.029
 1562   271  14.161   0.433   0.284
 1562   314  14.171   0.459   0.066
 1563   271  14.158   0.479   0.214
 1563   314  14.117   0.491   0.178
 1564   271  14.998   0.561   0.423
 1564   314  14.927   0.565   0.254
 1565   271  15.430   0.555   0.443
 1565   314  15.363   0.556   0.305
 1566   271  11.309   0.269  -0.301
 1566   314  11.361   0.446  -0.306
 1567   271  15.670   0.494   0.225
 1567   314  15.636   0.495   0.251
 1568   271  15.326   0.794   0.577
 1568   314  15.392   0.861   0.288
 1569   271  14.038   2.093   1.558
 1569   314  14.071   0.523   0.254
 1570   271  14.163   0.417   0.204
 1570   314  14.182   0.514   0.099
 1571   271  15.037   0.553   0.413
 1571   314  14.971   0.548   0.317
 1572   271  13.144   1.497   1.601
 1572   314  13.211   0.849   0.218
 1573   271  15.060   0.872   0.509
 1573   314  15.083   0.621   0.329
 1574   314  14.956   0.978   0.422
 1575   271  12.005   0.652   0.359
 1576   271  14.817   0.852   0.430
 1576   314  14.739   0.894   0.243
 1577   271  13.487   0.422   0.165
 1578   271  14.985   0.901   0.304
 1578   314  14.957   0.943   0.375
 1579   271  14.418   0.474   0.101
 1579   314  14.373   0.486   0.123
 1580   314  15.783   0.676   0.379
 1582   271  12.592   0.318  -0.177
 1582   314  12.590   0.244  -0.340
 1583   271  15.852   0.681   0.654
 1583   314  15.856   0.701   0.429
 1584   271  15.518   0.641   0.515
 1584   314  15.445   0.677   0.316
 1585   271  14.522   0.471   0.343
 1585   314  14.608   0.444   0.044
 1586   271   7.929   2.270   1.652
 1586   314   9.033   0.310  -0.512
 1587   271  12.757   0.385  -0.060
 1587   314  12.835   0.364  -0.241
 1588   271  14.390   0.538   0.364
 1588   314  14.291   0.521   0.244
 1589   271  14.571   0.524   0.175
 1589   314  14.494   0.527   0.155
 1590   271  11.314   0.434  -0.161
 1590   314  11.454   0.390  -0.361
 1591   271  15.150   0.850   0.250
 1591   314  15.122   0.871   0.305
 1593   271  14.702   0.668   0.719
 1593   314  14.733   0.668   0.380
 1594   271  13.387   0.883   0.383
 1594   314  13.371   0.872   0.223
 1595   271  15.640   0.980   0.459
 1595   314  15.601   1.009   0.433
 1596   271  15.206   0.868   0.426
 1596   314  15.146   0.856   0.276
 1597   271  13.688   1.391   1.323
 1597   314  13.774   0.481   0.018
 1598   271  14.905   0.497   0.377
 1598   314  14.958   0.818   0.318
 1599   271  14.792   0.522   0.253
 1599   314  14.749   0.509   0.236
 1600   314  15.587   0.908   0.398
 1601   271  12.907   0.482  -0.121
 1601   314  13.093   0.431  -0.151
 1602   271  14.387   0.438   0.151
 1602   314  14.353   0.427   0.111
 1603   271  14.449   1.170   0.985
 1603   314  14.444   0.500   0.090
 1604   271  14.221   0.474   0.155
 1604   314  14.193   0.467   0.090
 1605   271  13.791   0.387   0.189
 1605   314  13.798   0.550   0.092
 1606   271  15.187   0.991   0.555
 1606   314  15.088   1.078   0.354
 1607   271  15.135   0.941   0.526
 1607   314  15.052   0.969   0.369
 1608   271  13.914   1.374   1.387
 1608   314  13.794   1.510   1.289
 1609   271  14.744   0.540   0.330
 1609   314  14.699   0.542   0.283
 1610   271  14.023   1.427   1.100
 1610   314  13.992   1.489   1.269
 1611   271  12.989   0.508   0.282
 1611   314  12.964   0.497   0.331
 1612   271  13.404   0.716   0.462
 1612   314  13.528   0.506  -0.199
 1613   271  15.086   1.031   0.581
 1613   314  15.095   0.641   0.346
 1614   271  15.068   1.209   1.236
 1614   314  15.024   1.240   1.223
 1615   271  15.099   0.558   0.539
 1615   314  15.093   0.618   0.311
 1616   271  15.961   0.737   0.505
 1616   314  15.904   0.720   0.362
 1617   271  15.367   0.581   0.415
 1617   314  15.342   0.561   0.374
 1618   271  14.863   0.523   0.413
 1618   314  14.911   1.013   0.509
 1619   271  14.640   0.461   0.294
 1619   314  14.571   0.447   0.187
 1620   271  15.095   1.363   1.156
 1620   314  15.013   1.441   1.021
 1621   271  12.963   0.427  -0.149
 1621   314  12.924   0.397  -0.143
 1622   271  15.955   0.692   0.445
 1622   314  15.870   0.708   0.304
 1623   271  15.737   0.852   0.482
 1623   314  15.665   0.865   0.220
 1624   314  15.234   0.573   0.376
 1625   271  12.028   1.880   1.904
 1625   314  12.167   0.428  -0.293
 1626   271  13.897   1.195   0.859
 1626   314  13.826   1.229   0.703
 1627   271  14.338   0.828   0.332
 1627   314  14.280   0.834   0.209
 1628   271  13.547   0.414   0.033
 1628   314  13.555   0.499   0.170
 1629   314  15.394   0.642   0.406
 1630   314  14.125   0.474   0.023
 1631   271  14.451   0.447   0.230
 1631   314  14.527   1.400   1.117
 1632   271  15.872   1.105   0.648
 1632   314  15.858   0.818   0.443
 1633   271  12.500   0.403  -0.080
 1633   314  12.483   0.405  -0.162
 1634   271  15.748   0.635   0.485
 1634   314  15.677   0.642   0.275
 1635   271  15.756   0.657   0.441
 1635   314  15.664   0.697   0.287
 1637   271  13.664   0.416   0.125
 1637   314  13.723   0.810   0.249
 1638   271  14.609   0.595   0.457
 1638   314  14.529   0.575   0.353
 1640   271  15.431   0.957   0.608
 1640   314  15.471   0.934   0.237
 1641   271  15.611   0.711   0.474
 1643   271  14.257   0.417   0.275
 1645   271  11.902   1.587   1.609
 1648   271  14.029   0.937   0.425
 1650   271  14.396   1.511   1.511
 3002   211  16.281   0.725         
 3002   314  14.278   0.556   0.062
 3003   211  16.803   0.836         
 3003   271  16.838   0.954   0.570
